section,variant,m,lanes_per_row,rows_per_lane,subgroup,decode_mode,h_precision,x_mode,h_quant,fp8_path,fp8_slots,slots,layer_cycle,iters,path,bytes_a,bytes_b,gbps_a,gbps_b,gbps_total,pct_ceiling,ms_a,ms_b,ms_total,ms_per_token,ms_wall,record_us,submit_us,raw_read_gbps,launch_us
M sweep,M4 L16 R2 sg32 dec0 hfp16 xlds,4,16,2,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,133.643,120.629,136.144,62.49,0.6565,0.3637,0.9667,0.24166,0.9701,1.190,107.380,217.866,0.563
M sweep,M4 L32 R1 sg32 dec0 hfp16 xldsf16,4,32,1,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,75.866,41.624,59.112,27.13,1.1565,1.0539,2.2264,0.55659,2.2323,1.113,231.560,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xldsf16,4,16,2,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,121.336,102.333,121.083,55.58,0.7231,0.4287,1.0869,0.27172,1.0907,1.113,130.600,217.866,0.563
M sweep,M4 L32 R1 sg32 dec0 hfp16 xldsi8,4,32,1,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,138.133,95.384,128.529,58.99,0.6352,0.4599,1.0239,0.25598,1.0284,1.140,161.040,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xldsi8,4,16,2,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,148.824,150.003,159.215,73.08,0.5895,0.2924,0.8266,0.20665,0.8300,1.102,110.740,217.866,0.563
M sweep,M4 L32 R1 sg32 dec0 hfp16 xgf16,4,32,1,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,185.713,97.332,140.869,64.66,0.4724,0.4507,0.9342,0.23356,0.9379,1.102,124.860,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xgf16,4,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,157.453,147.957,161.953,74.34,0.5572,0.2965,0.8126,0.20315,0.8159,1.096,104.080,217.866,0.563
M sweep,M4 L32 R1 sg32 dec0 hfp16 xgi8,4,32,1,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,81.436,41.159,60.448,27.75,1.0774,1.0658,2.1772,0.54429,2.1833,1.210,236.280,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xgi8,4,16,2,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,88.915,85.647,86.189,39.56,0.9867,0.5122,1.5269,0.38173,1.5316,1.106,173.400,217.866,0.563
M sweep,M4 L16 R4 sg32 dec0 hfp16 xlds,4,16,4,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,135.542,136.453,135.803,62.33,0.6473,0.3215,0.9691,0.24227,0.9727,1.267,110.540,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xlds/glob,4,16,2,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,130.254,129.874,135.163,62.04,0.6736,0.3378,0.9737,0.24342,0.9772,1.167,111.180,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xldsf16/glob,4,16,2,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,120.569,130.228,127.079,58.33,0.7277,0.3369,1.0356,0.25890,1.0397,1.108,143.020,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xldsi8/glob,4,16,2,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,148.592,126.643,147.822,67.85,0.5905,0.3464,0.8903,0.22257,0.8942,1.113,133.060,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xgf16/glob,4,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,158.535,127.939,151.282,69.44,0.5534,0.3429,0.8699,0.21748,0.8734,1.196,108.020,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xgi8/glob,4,16,2,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,86.805,130.107,100.415,46.09,1.0107,0.3372,1.3106,0.32765,1.3152,1.096,166.100,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xglob/ldsi8,4,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,150.430,148.047,158.192,72.61,0.5832,0.2963,0.8319,0.20798,0.8348,0.744,101.200,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xglob/gf16,4,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,151.367,146.819,154.981,71.14,0.5796,0.2988,0.8492,0.21229,0.8530,1.142,127.880,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xglob/gi8,4,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,151.044,80.514,121.233,55.65,0.5809,0.5449,1.0856,0.27139,1.0898,1.115,148.160,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8,4,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,156.148,151.962,158.323,72.67,0.5619,0.2887,0.8312,0.20781,0.8347,1.100,111.180,217.866,0.563
M sweep,M4 L16 R2 sg32 dec0 hfp16 xgf16,4,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,156.826,146.076,158.040,72.54,0.5595,0.3003,0.8327,0.20818,0.8365,1.148,123.660,217.866,0.563
M sweep,M4 L32 R2 sg32 dec0 hfp16 xgf16/ldsi8,4,32,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,158.991,116.323,151.845,69.70,0.5518,0.3771,0.8667,0.21668,0.8700,0.810,119.700,217.866,0.563
M sweep,M4 L32 R2 sg32 dec0 hfp16 xgf16,4,32,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,160.125,136.231,158.547,72.77,0.5479,0.3220,0.8301,0.20752,0.8384,1.113,346.920,217.866,0.563
M sweep,M5 L32 R1 sg32 dec0 hfp16 xglob,5,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,143.984,84.340,119.599,54.90,0.6093,0.5201,1.1004,0.22008,1.1043,1.169,131.340,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xglob,5,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,135.105,118.642,136.728,62.76,0.6494,0.3698,0.9625,0.19251,0.9661,1.106,119.180,217.866,0.563
M sweep,M5 L32 R1 sg32 dec0 hfp16 xlds,5,32,1,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,65.896,37.050,52.563,24.13,1.3314,1.1840,2.5038,0.50075,2.5104,1.131,264.020,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xlds,5,16,2,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,128.183,101.125,124.499,57.14,0.6845,0.4338,1.0571,0.21141,1.0604,0.790,124.120,217.866,0.563
M sweep,M5 L32 R1 sg32 dec0 hfp16 xldsf16,5,32,1,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,61.766,34.338,48.617,22.32,1.4205,1.2775,2.7070,0.54139,2.7143,1.129,295.420,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xldsf16,5,16,2,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,105.008,88.149,102.511,47.05,0.8355,0.4977,1.2838,0.25676,1.2934,1.108,405.980,217.866,0.563
M sweep,M5 L32 R1 sg32 dec0 hfp16 xldsi8,5,32,1,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,122.514,80.075,108.316,49.72,0.7161,0.5478,1.2150,0.24300,1.2194,1.104,159.720,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xldsi8,5,16,2,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,136.501,134.247,149.560,68.65,0.6428,0.3268,0.8799,0.17599,0.8834,1.106,110.820,217.866,0.563
M sweep,M5 L32 R1 sg32 dec0 hfp16 xgf16,5,32,1,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,152.741,76.068,120.810,55.45,0.5744,0.5767,1.0894,0.21787,1.0932,1.565,108.700,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xgf16,5,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,144.211,130.503,149.691,68.71,0.6084,0.3361,0.8792,0.17583,0.8823,0.756,116.060,217.866,0.563
M sweep,M5 L32 R1 sg32 dec0 hfp16 xgi8,5,32,1,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,65.241,34.311,50.338,23.10,1.3448,1.2785,2.6144,0.52289,2.6215,1.448,270.860,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xgi8,5,16,2,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,88.262,68.125,80.590,36.99,0.9940,0.6439,1.6330,0.32660,1.6384,1.121,203.940,217.866,0.563
M sweep,M5 L16 R4 sg32 dec0 hfp16 xlds,5,16,4,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,113.611,102.861,108.032,49.59,0.7723,0.4265,1.2182,0.24364,1.2223,1.715,115.780,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xlds/glob,5,16,2,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,128.120,118.165,130.839,60.05,0.6848,0.3712,1.0059,0.20117,1.0093,0.773,126.840,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xldsf16/glob,5,16,2,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,104.919,122.314,110.783,50.85,0.8362,0.3587,1.1879,0.23759,1.1920,1.246,133.240,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xldsi8/glob,5,16,2,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,136.232,115.096,135.570,62.23,0.6440,0.3811,0.9707,0.19415,0.9742,1.102,115.260,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xgf16/glob,5,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,143.717,114.600,138.940,63.77,0.6105,0.3828,0.9472,0.18944,0.9505,0.746,124.320,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xgi8/glob,5,16,2,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,87.652,116.297,97.983,44.97,1.0010,0.3772,1.3431,0.26863,1.3474,1.152,147.460,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xglob/ldsi8,5,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,132.131,135.496,139.536,64.05,0.6640,0.3238,0.9432,0.18863,0.9471,0.760,154.760,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xglob/gf16,5,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,132.259,131.316,137.746,63.23,0.6634,0.3341,0.9554,0.19108,0.9590,1.106,118.400,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xglob/gi8,5,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,131.415,67.482,100.578,46.17,0.6676,0.6501,1.3085,0.26170,1.3129,1.171,155.840,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8,5,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,142.146,131.860,142.210,65.27,0.6172,0.3327,0.9254,0.18508,0.9290,1.071,120.540,217.866,0.563
M sweep,M5 L16 R2 sg32 dec0 hfp16 xgf16,5,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,141.685,130.661,144.021,66.11,0.6192,0.3357,0.9138,0.18276,0.9220,1.119,341.040,217.866,0.563
M sweep,M5 L32 R2 sg32 dec0 hfp16 xgf16/ldsi8,5,32,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,145.462,99.967,129.759,59.56,0.6032,0.4388,1.0142,0.20284,1.0179,1.106,122.740,217.866,0.563
M sweep,M5 L32 R2 sg32 dec0 hfp16 xgf16,5,32,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,142.790,116.667,137.478,63.10,0.6144,0.3760,0.9573,0.19146,0.9609,0.792,134.580,217.866,0.563
M sweep,M6 L32 R1 sg32 dec0 hfp16 xglob,6,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,120.347,72.521,101.112,46.41,0.7290,0.6049,1.3016,0.21693,1.3063,1.115,171.180,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xglob,6,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,117.154,99.951,118.958,54.60,0.7489,0.4389,1.1063,0.18439,1.1102,1.219,127.340,217.866,0.563
M sweep,M6 L32 R1 sg32 dec0 hfp16 xlds,6,32,1,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,55.994,29.232,42.639,19.57,1.5669,1.5007,3.0865,0.51441,3.0945,1.696,305.540,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xlds,6,16,2,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,114.307,72.450,95.495,43.83,0.7675,0.6055,1.3781,0.22969,1.3825,1.171,153.720,217.866,0.563
M sweep,M6 L32 R1 sg32 dec0 hfp16 xldsf16,6,32,1,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,52.677,26.523,39.149,17.97,1.6655,1.6539,3.3617,0.56028,3.3702,2.292,300.220,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xldsf16,6,16,2,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,91.045,60.438,76.350,35.04,0.9637,0.7258,1.7237,0.28728,1.7287,1.104,188.080,217.866,0.563
M sweep,M6 L32 R1 sg32 dec0 hfp16 xldsi8,6,32,1,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,103.218,63.175,89.280,40.98,0.8500,0.6944,1.4741,0.24568,1.4790,1.117,183.060,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xldsi8,6,16,2,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,116.593,125.656,126.356,58.00,0.7525,0.3491,1.0415,0.17359,1.0498,1.106,345.620,217.866,0.563
M sweep,M6 L32 R1 sg32 dec0 hfp16 xgf16,6,32,1,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,138.126,76.115,109.650,50.33,0.6352,0.5763,1.2002,0.20004,1.2047,1.129,160.480,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xgf16,6,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,133.931,108.818,131.967,60.57,0.6551,0.4031,0.9973,0.16621,1.0007,0.798,128.060,217.866,0.563
M sweep,M6 L32 R1 sg32 dec0 hfp16 xgi8,6,32,1,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,54.026,28.475,41.054,18.84,1.6240,1.5406,3.2056,0.53427,3.2143,2.271,306.280,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xgi8,6,16,2,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,77.155,53.319,67.589,31.02,1.1371,0.8227,1.9471,0.32452,1.9530,1.100,229.520,217.866,0.563
M sweep,M6 L16 R4 sg32 dec0 hfp16 xlds,6,16,4,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,100.199,85.694,93.954,43.12,0.8756,0.5119,1.4007,0.23346,1.4048,0.821,154.820,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xlds/glob,6,16,2,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,108.523,103.146,113.335,52.02,0.8085,0.4253,1.1612,0.19353,1.1652,1.125,137.680,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xldsf16/glob,6,16,2,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,88.656,108.343,94.177,43.23,0.9896,0.4049,1.3974,0.23290,1.4022,1.115,177.080,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xldsi8/glob,6,16,2,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,116.263,101.910,115.135,52.85,0.7546,0.4305,1.1430,0.19051,1.1471,1.100,140.020,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xgf16/glob,6,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,133.040,100.933,125.691,57.69,0.6595,0.4346,1.0470,0.17451,1.0509,1.060,132.340,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xgi8/glob,6,16,2,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,77.071,100.807,85.207,39.11,1.1384,0.4352,1.5445,0.25742,1.5491,1.146,163.620,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xglob/ldsi8,6,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,119.973,120.440,128.455,58.96,0.7313,0.3642,1.0245,0.17075,1.0283,1.104,126.700,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xglob/gf16,6,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,120.770,107.314,120.853,55.47,0.7265,0.4088,1.0890,0.18149,1.0932,1.610,125.120,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xglob/gi8,6,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,119.803,52.194,87.354,40.10,0.7323,0.8405,1.5066,0.25109,1.5112,1.267,161.900,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8,6,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,132.016,121.806,135.347,62.12,0.6646,0.3601,0.9723,0.16206,0.9759,1.117,118.220,217.866,0.563
M sweep,M6 L16 R2 sg32 dec0 hfp16 xgf16,6,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,132.978,107.293,127.923,58.72,0.6598,0.4089,1.0288,0.17146,1.0322,0.765,126.420,217.866,0.563
M sweep,M6 L32 R2 sg32 dec0 hfp16 xgf16/ldsi8,6,32,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,127.875,92.684,117.510,53.94,0.6861,0.4733,1.1199,0.18666,1.1236,0.825,136.320,217.866,0.563
M sweep,M6 L32 R2 sg32 dec0 hfp16 xgf16,6,32,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,128.684,98.766,119.032,54.64,0.6818,0.4442,1.1056,0.18427,1.1099,1.121,150.060,217.866,0.563
h fp8,M1 L16 R2 sg32 dec0 hfp16 xglob hqB,1,16,2,32,0,0,0,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,165.144,139.184,160.320,73.59,0.5313,0.3152,0.8209,0.82089,0.8240,0.752,111.520,217.866,0.563
h fp8,M1 L16 R2 sg32 dec0 hfp16 xglob hq8,1,16,2,32,0,0,0,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,165.053,194.905,175.590,80.60,0.5316,0.2251,0.7495,0.74950,0.7550,1.113,210.520,217.866,0.563
h fp8,M1 L16 R2 sg32 dec0 hfp16 xgf16 hqB,1,16,2,32,0,0,4,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,155.537,146.250,151.605,69.59,0.5641,0.3000,0.8681,0.86808,0.8711,0.746,107.780,217.866,0.563
h fp8,M1 L16 R2 sg32 dec0 hfp16 xgf16 hq8,1,16,2,32,0,0,4,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,155.254,197.887,167.135,76.71,0.5651,0.2217,0.7874,0.78742,0.7904,0.769,104.580,217.866,0.563
h fp8,M6 L16 R2 sg32 dec0 hfp16 xglob hqB,6,16,2,32,0,0,0,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,122.060,32.269,63.199,29.01,0.7188,1.3595,2.0824,0.34706,2.0881,1.837,187.820,217.866,0.563
h fp8,M6 L16 R2 sg32 dec0 hfp16 xglob hq8,6,16,2,32,0,0,0,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,119.194,70.565,101.582,46.63,0.7361,0.6217,1.2955,0.21592,1.2995,1.098,137.340,217.866,0.563
h fp8,M6 L16 R2 sg32 dec0 hfp16 xgf16 hqB,6,16,2,32,0,0,4,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,134.089,32.144,65.607,30.11,0.6543,1.3647,2.0060,0.33433,2.0116,1.231,209.520,217.866,0.563
h fp8,M6 L16 R2 sg32 dec0 hfp16 xgf16 hq8,6,16,2,32,0,0,4,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,127.861,70.550,105.022,48.20,0.6862,0.6218,1.2531,0.20885,1.2570,0.829,147.180,217.866,0.563
h fp8,M1 L32 R1 sg32 dec0 hfp16 xglob hqB,1,32,1,32,0,0,0,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,213.306,68.872,149.671,68.70,0.4113,0.6370,0.8793,0.87929,0.8821,0.652,102.580,217.866,0.563
h fp8,M1 L32 R1 sg32 dec0 hfp16 xgf16 hqB,1,32,1,32,0,0,4,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,183.283,57.254,146.041,67.03,0.4787,0.7662,0.9011,0.90115,0.9041,0.521,117.360,217.866,0.563
h fp8,M6 L32 R1 sg32 dec0 hfp16 xglob hqB,6,32,1,32,0,0,0,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,124.116,15.639,36.835,16.91,0.7069,2.8051,3.5729,0.59548,3.5819,1.169,379.560,217.866,0.563
h fp8,M6 L32 R1 sg32 dec0 hfp16 xgf16 hqB,6,32,1,32,0,0,4,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,115.370,13.828,37.872,17.38,0.7605,3.1725,3.4750,0.57916,3.4839,0.548,402.940,217.866,0.563
h fp8,M1 L32 R4 sg32 dec0 hfp16 xglob hq8,1,32,4,32,0,0,0,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,178.176,135.256,172.746,79.29,0.4924,0.3243,0.7618,0.76184,0.7666,0.523,201.560,217.866,0.563
h fp8,M1 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8 hq8,1,16,2,32,0,0,4,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,155.549,203.638,170.257,78.15,0.5640,0.2154,0.7730,0.77298,0.7761,1.121,96.220,217.866,0.563
h fp8,M6 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8 hq8,6,16,2,32,0,0,4,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,128.111,108.854,127.374,58.46,0.6848,0.4030,1.0332,0.17220,1.0373,1.129,143.220,217.866,0.563
fp8 shared,M1 L32 R1 sg32 dec0 hfp16 xglob fp8,1,32,1,32,0,0,0,0,1,1,7,8,48,A device-local|host-visible,98818560,49409280,216.549,210.785,216.911,99.56,0.4563,0.2344,0.6834,0.68336,0.6864,1.127,93.240,217.866,0.563
fp8 shared,M1 L16 R2 sg32 dec0 hfp16 xgf16 fp8,1,16,2,32,0,0,4,0,1,1,7,8,48,A device-local|host-visible,98818560,49409280,184.356,211.907,193.847,88.98,0.5360,0.2332,0.7647,0.76467,0.7678,1.519,76.340,217.866,0.563
fp8 shared,M1 L16 R2 sg32 dec0 hfp16 xgf16 hq8 fp8,1,16,2,32,0,0,4,2,1,1,7,8,48,A device-local|host-visible,98818560,49409280,191.048,185.325,188.270,86.42,0.5172,0.2666,0.7873,0.78731,0.7910,1.156,119.360,217.866,0.563
fp8 shared,M6 L32 R1 sg32 dec0 hfp16 xglob fp8,6,32,1,32,0,0,0,0,1,1,7,8,48,A device-local|host-visible,98818560,49409280,108.407,82.810,101.732,46.69,0.9115,0.5967,1.4570,0.24284,1.4620,1.242,178.040,217.866,0.563
fp8 shared,M6 L16 R2 sg32 dec0 hfp16 xgf16 fp8,6,16,2,32,0,0,4,0,1,1,7,8,48,A device-local|host-visible,98818560,49409280,109.440,117.330,113.203,51.96,0.9029,0.4211,1.3094,0.21823,1.3141,1.140,170.940,217.866,0.563
fp8 shared,M6 L16 R2 sg32 dec0 hfp16 xgf16 hq8 fp8,6,16,2,32,0,0,4,2,1,1,7,8,48,A device-local|host-visible,98818560,49409280,122.780,67.918,99.513,45.68,0.8048,0.7275,1.4895,0.24825,1.4942,1.113,169.760,217.866,0.563
