phase,index,slab_bytes,cum_bytes,alloc_ms,touch_ms,commit_gibps,avail_phys_bytes,avail_commit_bytes,gpu_read_gbps,status
mixed_a,5,2147483648,12884901888,302.386,10.779,185.546,48650924032,131213398016,0.000,ok
mixed_a,6,2147483648,15032385536,304.162,9.289,215.313,48629755904,129040502784,0.000,ok
mixed_a,7,2147483648,17179869184,315.928,9.276,215.606,48612896768,126875009024,0.000,ok
mixed_a,8,2147483648,19327352832,308.529,8.928,224.012,48742608896,124898070528,0.000,ok
mixed_a,9,2147483648,21474836480,289.409,9.472,211.153,48576475136,122574336000,0.000,ok
mixed_a,10,2147483648,23622320128,315.819,9.629,207.704,48564056064,120399400960,0.000,ok
mixed_a,11,2147483648,25769803776,304.356,9.222,216.882,48544735232,118240612352,0.000,ok
mixed_a,12,2147483648,27917287424,327.058,9.184,217.763,48506925056,116058640384,0.000,ok
mixed_a,13,2147483648,30064771072,298.118,10.231,195.492,48539619328,113949294592,0.000,ok
mixed_a,14,2147483648,32212254720,291.693,9.199,217.408,48273281024,111400517632,0.000,ok
mixed_a,15,2147483648,34359738368,301.889,9.759,204.931,48528293888,109615874048,0.000,ok
mixed_a,16,2147483648,36507222016,304.368,9.291,215.260,48414846976,107369287680,0.000,ok
mixed_a,17,2147483648,38654705664,313.853,9.502,210.475,48433131520,105256452096,0.000,ok
mixed_a,18,2147483648,40802189312,300.412,8.963,223.137,48355827712,103011532800,0.000,ok
mixed_a,19,2147483648,42949672960,305.621,10.068,198.647,48330559488,100820426752,0.000,ok
mixed_a,20,2147483648,45097156608,307.807,9.457,211.490,48315183104,98672381952,0.000,ok
mixed_a,21,2147483648,47244640256,308.578,9.620,207.905,48290230272,96496254976,0.000,ok
mixed_a,22,2147483648,49392123904,314.884,9.149,218.598,48323403776,94383779840,0.000,ok
mixed_a,23,2147483648,51539607552,291.015,9.484,210.881,47939096576,91856891904,0.000,ok
mixed_a,24,2147483648,53687091200,318.428,10.249,195.143,48211062784,89968418816,0.000,ok
mixed_a,25,2147483648,55834574848,320.171,9.940,201.201,48192679936,87785623552,0.000,ok
mixed_a,26,2147483648,57982058496,304.566,9.094,219.937,48239583232,85710323712,0.000,ok
mixed_a,27,2147483648,60129542144,305.230,9.312,214.788,48169402368,83466825728,0.000,ok
mixed_a,28,2147483648,62277025792,309.096,10.334,193.543,48141770752,81290584064,0.000,ok
mixed_a,29,2147483648,64424509440,302.803,10.781,185.505,48113844224,79105703936,0.000,ok
mixed_a,30,2147483648,66571993088,516.558,4.489,445.524,45654528000,76626825216,0.000,ok
mixed_a,31,2147483648,68719476736,514.438,5.390,371.085,43744763904,74725310464,0.000,ok
mixed_a,32,2147483648,70866960384,575.696,4.187,477.680,41576812544,72567357440,0.000,ok
mixed_a,33,2147483648,73014444032,543.322,3.969,503.867,39332274176,70338924544,0.000,ok
mixed_a,34,2147483648,75161927680,463.794,4.318,463.210,37229797376,68210778112,0.000,ok
mixed_a,35,2147483648,77309411328,597.743,4.202,476.009,35042996224,66040291328,0.000,ok
mixed_a,36,2147483648,79456894976,608.629,5.300,377.337,32949207040,63976230912,0.000,ok
mixed_a,37,2147483648,79456894976,0.045,0.000,0.000,32949207040,63976230912,0.000,resource-exhausted: vkAllocateMemory(2147483648 B, type 2) failed (-2)
mixed_a_total,37,2147483648,79456894976,0.000,0.000,0.000,32949207040,63976230912,0.000,allocation 37 failed: resource-exhausted: vkAllocateMemory(2147483648 B, type 2) failed (-2)
mixed_b,0,2147483648,2147483648,404.281,9.556,209.282,31027118080,62111662080,0.000,ok
mixed_b,1,2147483648,4294967296,365.202,13.282,150.583,28269490176,59296546816,0.000,ok
mixed_b,2,2147483648,6442450944,488.869,16.081,124.371,26364813312,57349349376,0.000,ok
mixed_b,3,2147483648,8589934592,536.225,8.824,226.657,24325513216,55326199808,0.000,ok
mixed_b,4,2147483648,10737418240,546.737,17.217,116.162,22024876032,53009383424,0.000,ok
mixed_b,5,2147483648,12884901888,536.389,16.220,123.305,19850444800,50836250624,0.000,ok
mixed_b,6,2147483648,15032385536,522.503,10.190,196.277,17655906304,48363884544,0.000,ok
mixed_b,7,2147483648,17179869184,595.823,14.479,138.135,15551963136,46534250496,0.000,ok
mixed_b,8,2147483648,19327352832,948.300,15.696,127.419,13404524544,44383268864,0.000,ok
mixed_b,9,2147483648,21474836480,896.505,13.644,146.585,11297140736,42298150912,0.000,ok
mixed_b,10,2147483648,23622320128,924.628,13.888,144.011,9079304192,40061960192,0.000,ok
mixed_b,11,2147483648,25769803776,908.435,12.468,160.411,6789328896,37590646784,0.000,ok
mixed_b_total,12,2147483648,25769803776,0.000,0.000,0.000,6788935680,37590646784,0.000,floor: available physical 6.32 GiB < slab 2.00 + floor 6.00 GiB
mixed_total,49,2147483648,105226698752,0.000,0.000,0.000,6788870144,37590646784,0.000,grand total
mixed_a_rawread,0,2147483648,0,0.000,0.000,0.000,0,0,151.860,rawread
mixed_b_rawread,0,2147483648,0,0.000,0.000,0.000,0,0,121.367,rawread
summary,0,2147483648,105226698752,0.000,0.000,0.000,48641036288,144181805056,0.000,complete
