section,variant,m,lanes_per_row,rows_per_lane,subgroup,decode_mode,h_precision,x_mode,h_quant,fp8_path,fp8_slots,slots,layer_cycle,iters,path,bytes_a,bytes_b,gbps_a,gbps_b,gbps_total,pct_ceiling,ms_a,ms_b,ms_total,ms_per_token,ms_wall,record_us,submit_us,raw_read_gbps,launch_us
M sweep,M6 L16 R2 sg32 dec0 hfp16 xlds/glob,6,16,2,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,107.818,99.948,112.420,51.61,0.8137,0.4389,1.1707,0.19511,1.1746,1.087,138.340,217.820,0.547
M sweep,M6 L16 R2 sg32 dec0 hfp16 xldsf16/glob,6,16,2,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,87.944,107.946,92.900,42.65,0.9976,0.4064,1.4166,0.23611,1.4212,1.163,161.780,217.820,0.547
M sweep,M6 L16 R2 sg32 dec0 hfp16 xldsi8/glob,6,16,2,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,117.198,104.469,115.016,52.80,0.7486,0.4199,1.1442,0.19070,1.1483,1.667,115.340,217.820,0.547
M sweep,M6 L16 R2 sg32 dec0 hfp16 xgf16/glob,6,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,137.877,107.318,127.611,58.59,0.6363,0.4088,1.0313,0.17188,1.0347,1.085,113.400,217.820,0.547
M sweep,M6 L16 R2 sg32 dec0 hfp16 xgi8/glob,6,16,2,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,84.097,109.192,92.661,42.54,1.0433,0.4018,1.4203,0.23671,1.4248,1.115,162.580,217.820,0.547
M sweep,M6 L16 R2 sg32 dec0 hfp16 xglob/ldsi8,6,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,129.308,131.726,136.898,62.85,0.6785,0.3330,0.9613,0.16022,0.9648,1.290,105.760,217.820,0.547
M sweep,M6 L16 R2 sg32 dec0 hfp16 xglob/gf16,6,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,131.392,113.332,127.732,58.64,0.6677,0.3871,1.0303,0.17172,1.0341,1.079,130.160,217.820,0.547
M sweep,M6 L16 R2 sg32 dec0 hfp16 xglob/gi8,6,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,129.416,57.873,94.758,43.50,0.6779,0.7580,1.3888,0.23147,1.3937,1.621,156.840,217.820,0.547
M sweep,M6 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8,6,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,142.546,135.674,145.183,66.65,0.6155,0.3233,0.9065,0.15108,0.9099,1.073,112.760,217.820,0.547
M sweep,M6 L16 R2 sg32 dec0 hfp16 xgf16,6,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,143.602,111.028,134.284,61.65,0.6110,0.3951,0.9800,0.16334,0.9838,1.090,125.480,217.820,0.547
M sweep,M6 L32 R2 sg32 dec0 hfp16 xgf16/ldsi8,6,32,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,131.637,94.372,133.992,61.51,0.6665,0.4648,0.9822,0.16370,0.9858,1.192,114.100,217.820,0.547
M sweep,M6 L32 R2 sg32 dec0 hfp16 xgf16,6,32,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,129.231,90.179,127.574,58.57,0.6789,0.4865,1.0316,0.17193,1.0357,1.144,143.100,217.820,0.547
h fp8,M1 L32 R1 sg32 dec0 hfp16 xglob,1,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,218.362,196.774,218.224,100.19,0.4018,0.2229,0.6031,0.60307,0.6060,1.621,60.900,217.820,0.547
h fp8,M1 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8,1,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,155.476,204.978,168.551,77.38,0.5643,0.2140,0.7808,0.78080,0.7841,1.108,102.980,217.820,0.547
h fp8,M6 L32 R1 sg32 dec0 hfp16 xglob,6,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,120.336,72.470,99.975,45.90,0.7291,0.6053,1.3164,0.21940,1.3217,1.629,178.540,217.820,0.547
h fp8,M6 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8,6,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,133.249,122.202,137.227,63.00,0.6584,0.3590,0.9590,0.15984,0.9625,1.100,113.180,217.820,0.547
h fp8,M1 L16 R2 sg32 dec0 hfp16 xglob hqB,1,16,2,32,0,0,0,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,165.914,145.020,158.840,72.92,0.5288,0.3025,0.8285,0.82854,0.8323,1.669,101.120,217.820,0.547
h fp8,M1 L16 R2 sg32 dec0 hfp16 xglob hq8,1,16,2,32,0,0,0,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,167.686,202.426,176.855,81.19,0.5232,0.2167,0.7441,0.74414,0.7477,1.527,99.660,217.820,0.547
h fp8,M1 L16 R2 sg32 dec0 hfp16 xgf16 hqB,1,16,2,32,0,0,4,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,158.830,158.043,157.648,72.38,0.5524,0.2776,0.8348,0.83480,0.8386,1.631,102.600,217.820,0.547
h fp8,M1 L16 R2 sg32 dec0 hfp16 xgf16 hq8,1,16,2,32,0,0,4,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,157.967,203.880,170.144,78.11,0.5554,0.2152,0.7735,0.77349,0.7766,1.090,98.160,217.820,0.547
h fp8,M6 L16 R2 sg32 dec0 hfp16 xglob hqB,6,16,2,32,0,0,0,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,131.551,36.264,69.637,31.97,0.6669,1.2097,1.8899,0.31498,1.8952,1.650,178.140,217.820,0.547
h fp8,M6 L16 R2 sg32 dec0 hfp16 xglob hq8,6,16,2,32,0,0,0,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,132.132,74.825,105.821,48.58,0.6640,0.5863,1.2437,0.20728,1.2474,1.325,117.780,217.820,0.547
h fp8,M6 L16 R2 sg32 dec0 hfp16 xgf16 hqB,6,16,2,32,0,0,4,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,142.578,36.245,72.840,33.44,0.6154,1.2103,1.8068,0.30113,1.8129,1.094,239.580,217.820,0.547
h fp8,M6 L16 R2 sg32 dec0 hfp16 xgf16 hq8,6,16,2,32,0,0,4,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,139.762,74.867,108.320,49.73,0.6278,0.5859,1.2150,0.20249,1.2191,1.113,145.140,217.820,0.547
h fp8,M1 L32 R1 sg32 dec0 hfp16 xglob hqB,1,32,1,32,0,0,0,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,222.868,84.850,151.099,69.37,0.3937,0.5170,0.8710,0.87098,0.8795,1.360,345.440,217.820,0.547
h fp8,M1 L32 R1 sg32 dec0 hfp16 xgf16 hqB,1,32,1,32,0,0,4,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,215.508,86.754,148.080,67.98,0.4071,0.5057,0.8887,0.88874,0.8921,1.285,97.300,217.820,0.547
h fp8,M6 L32 R1 sg32 dec0 hfp16 xglob hqB,6,32,1,32,0,0,0,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,134.246,17.657,41.832,19.20,0.6535,2.4844,3.1460,0.52434,3.1543,1.283,337.080,217.820,0.547
h fp8,M6 L32 R1 sg32 dec0 hfp16 xgf16 hqB,6,32,1,32,0,0,4,1,0,0,7,8,48,A device-local|host-visible,87736320,43868160,147.018,17.620,42.145,19.35,0.5968,2.4897,3.1226,0.52044,3.1304,1.433,301.940,217.820,0.547
h fp8,M1 L32 R4 sg32 dec0 hfp16 xglob hq8,1,32,4,32,0,0,0,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,178.871,156.279,172.446,79.17,0.4905,0.2807,0.7632,0.76316,0.7662,1.246,88.200,217.820,0.547
h fp8,M1 L32 R1 sg32 dec0 hfp16 xglob hqP,1,32,1,32,0,0,0,3,0,0,7,8,48,A device-local|host-visible,87736320,43868160,217.264,190.427,213.624,98.07,0.4038,0.2304,0.6161,0.61606,0.6190,1.410,73.020,217.820,0.547
h fp8,M1 L16 R2 sg32 dec0 hfp16 xglob hqP,1,16,2,32,0,0,0,3,0,0,7,8,48,A device-local|host-visible,87736320,43868160,163.274,201.250,172.995,79.42,0.5374,0.2180,0.7607,0.76074,0.7641,2.113,59.760,217.820,0.547
h fp8,M1 L16 R2 sg32 dec0 hfp16 xgf16 hqP,1,16,2,32,0,0,4,3,0,0,7,8,48,A device-local|host-visible,87736320,43868160,157.165,203.408,167.671,76.98,0.5582,0.2157,0.7849,0.78490,0.7881,2.440,38.960,217.820,0.547
h fp8,M6 L32 R1 sg32 dec0 hfp16 xglob hqP,6,32,1,32,0,0,0,3,0,0,7,8,48,A device-local|host-visible,87736320,43868160,128.974,49.412,84.548,38.82,0.6803,0.8878,1.5566,0.25943,1.5622,2.081,172.400,217.820,0.547
h fp8,M6 L16 R2 sg32 dec0 hfp16 xglob hqP,6,16,2,32,0,0,0,3,0,0,7,8,48,A device-local|host-visible,87736320,43868160,130.229,74.786,107.071,49.16,0.6737,0.5866,1.2291,0.20486,1.2333,1.617,123.640,217.820,0.547
h fp8,M6 L16 R2 sg32 dec0 hfp16 xgf16 hqP,6,16,2,32,0,0,4,3,0,0,7,8,48,A device-local|host-visible,87736320,43868160,141.836,74.700,111.380,51.13,0.6186,0.5873,1.1816,0.19693,1.1856,1.408,127.340,217.820,0.547
h fp8,M1 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8 hq8,1,16,2,32,0,0,4,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,158.291,207.753,171.828,78.89,0.5543,0.2112,0.7659,0.76591,0.7688,1.096,86.460,217.820,0.547
h fp8,M1 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8 hqP,1,16,2,32,0,0,4,3,0,0,7,8,48,A device-local|host-visible,87736320,43868160,155.650,207.926,169.825,77.97,0.5637,0.2110,0.7749,0.77494,0.7780,1.452,76.700,217.820,0.547
h fp8,M6 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8 hq8,6,16,2,32,0,0,4,2,0,0,7,8,48,A device-local|host-visible,87736320,43868160,136.005,118.510,135.819,62.35,0.6451,0.3702,0.9690,0.16149,0.9729,1.081,139.120,217.820,0.547
h fp8,M6 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8 hqP,6,16,2,32,0,0,4,3,0,0,7,8,48,A device-local|host-visible,87736320,43868160,139.201,118.305,139.214,63.91,0.6303,0.3708,0.9453,0.15756,0.9489,1.933,79.900,217.820,0.547
int8 x,M1 L32 R1 sg32 dec0 hfp16 xglob,1,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,222.854,211.224,220.779,101.36,0.3937,0.2077,0.5961,0.59609,0.6002,2.396,84.160,217.820,0.547
int8 x,M1 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8,1,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,157.860,209.919,171.113,78.56,0.5558,0.2090,0.7691,0.76911,0.7727,1.300,108.880,217.820,0.547
int8 x,M1 L32 R1 sg32 dec0 hfp16 xprei8/glob,1,32,1,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,219.580,216.559,218.190,100.17,0.3996,0.2026,0.6032,0.60316,0.6064,1.415,88.420,217.820,0.547
int8 x,M1 L16 R2 sg32 dec0 hfp16 xprei8/glob,1,16,2,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,178.800,205.389,186.068,85.42,0.4907,0.2136,0.7073,0.70729,0.7103,1.812,58.460,217.820,0.547
int8 x,M1 L16 R4 sg32 dec0 hfp16 xprei8/glob,1,16,4,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,191.400,187.481,191.035,87.70,0.4584,0.2340,0.6889,0.68890,0.6919,1.888,55.320,217.820,0.547
int8 x,M1 L16 R8 sg32 dec0 hfp16 xprei8/glob,1,16,8,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,119.403,143.556,125.459,57.60,0.7348,0.3056,1.0490,1.04899,1.0533,2.294,97.200,217.820,0.547
int8 x,M1 L16 R4 sg32 dec0 hfp16 xprei8/ldsi8,1,16,4,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,190.428,167.872,187.038,85.87,0.4607,0.2613,0.7036,0.70362,0.7067,1.402,79.620,217.820,0.547
int8 x,M2 L32 R1 sg32 dec0 hfp16 xglob,2,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,190.001,177.152,195.191,89.61,0.4618,0.2476,0.6742,0.33712,0.6771,1.340,72.480,217.820,0.547
int8 x,M2 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8,2,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,148.458,186.516,156.830,72.00,0.5910,0.2352,0.8392,0.41958,0.8421,1.656,62.460,217.820,0.547
int8 x,M2 L32 R1 sg32 dec0 hfp16 xprei8/glob,2,32,1,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,217.711,185.250,207.606,95.31,0.4030,0.2368,0.6339,0.31696,0.6369,2.808,10.540,217.820,0.547
int8 x,M2 L16 R2 sg32 dec0 hfp16 xprei8/glob,2,16,2,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,179.232,178.707,178.796,82.08,0.4895,0.2455,0.7361,0.36803,0.7390,1.448,70.520,217.820,0.547
int8 x,M2 L16 R4 sg32 dec0 hfp16 xprei8/glob,2,16,4,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,172.677,170.656,172.734,79.30,0.5081,0.2571,0.7619,0.38094,0.7650,1.415,81.720,217.820,0.547
int8 x,M2 L16 R8 sg32 dec0 hfp16 xprei8/glob,2,16,8,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,103.558,191.416,119.562,54.89,0.8472,0.2292,1.1007,0.55036,1.1044,1.627,98.160,217.820,0.547
int8 x,M2 L16 R4 sg32 dec0 hfp16 xprei8/ldsi8,2,16,4,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,172.349,164.673,170.367,78.21,0.5091,0.2664,0.7725,0.38624,0.7758,1.406,90.060,217.820,0.547
int8 x,M3 L32 R1 sg32 dec0 hfp16 xglob,3,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,192.221,121.018,167.258,76.79,0.4564,0.3625,0.7868,0.26228,0.7924,1.123,212.100,217.820,0.547
int8 x,M3 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8,3,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,167.264,168.852,171.769,78.86,0.5245,0.2598,0.7662,0.25539,0.7693,1.090,98.260,217.820,0.547
int8 x,M3 L32 R1 sg32 dec0 hfp16 xprei8/glob,3,32,1,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,214.450,124.114,175.878,80.74,0.4091,0.3535,0.7483,0.24942,0.7514,1.400,84.220,217.820,0.547
int8 x,M3 L16 R2 sg32 dec0 hfp16 xprei8/glob,3,16,2,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,175.160,155.781,169.605,77.86,0.5009,0.2816,0.7759,0.25865,0.7792,1.408,88.040,217.820,0.547
int8 x,M3 L16 R4 sg32 dec0 hfp16 xprei8/glob,3,16,4,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,164.022,148.426,159.821,73.37,0.5349,0.2956,0.8235,0.27448,0.8271,1.444,107.260,217.820,0.547
int8 x,M3 L16 R8 sg32 dec0 hfp16 xprei8/glob,3,16,8,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,79.888,176.643,95.733,43.95,1.0982,0.2483,1.3747,0.45823,1.3796,1.769,148.400,217.820,0.547
int8 x,M3 L16 R4 sg32 dec0 hfp16 xprei8/ldsi8,3,16,4,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,163.689,156.469,162.713,74.70,0.5360,0.2804,0.8088,0.26960,0.8121,1.431,90.520,217.820,0.547
int8 x,M4 L32 R1 sg32 dec0 hfp16 xglob,4,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,152.907,105.646,139.782,64.17,0.5738,0.4152,0.9415,0.23537,0.9454,1.046,136.440,217.820,0.547
int8 x,M4 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8,4,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,158.403,155.445,162.724,74.71,0.5539,0.2822,0.8088,0.20219,0.8119,1.567,76.380,217.820,0.547
int8 x,M4 L32 R1 sg32 dec0 hfp16 xprei8/glob,4,32,1,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,191.775,106.451,154.341,70.86,0.4575,0.4121,0.8527,0.21317,0.8559,1.419,88.240,217.820,0.547
int8 x,M4 L16 R2 sg32 dec0 hfp16 xprei8/glob,4,16,2,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,172.981,129.550,159.409,73.18,0.5072,0.3386,0.8256,0.20639,0.8325,1.431,264.120,217.820,0.547
int8 x,M4 L16 R4 sg32 dec0 hfp16 xprei8/glob,4,16,4,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,157.205,129.343,145.789,66.93,0.5581,0.3392,0.9027,0.22568,0.9062,1.702,83.760,217.820,0.547
int8 x,M4 L16 R8 sg32 dec0 hfp16 xprei8/glob,4,16,8,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,69.293,166.472,82.818,38.02,1.2662,0.2635,1.5891,0.39727,1.5942,1.938,154.380,217.820,0.547
int8 x,M4 L16 R4 sg32 dec0 hfp16 xprei8/ldsi8,4,16,4,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,157.252,155.841,156.571,71.88,0.5579,0.2815,0.8405,0.21014,0.8437,1.398,85.280,217.820,0.547
int8 x,M5 L32 R1 sg32 dec0 hfp16 xglob,5,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,146.923,86.022,117.634,54.01,0.5972,0.5100,1.1188,0.22375,1.1227,1.083,137.140,217.820,0.547
int8 x,M5 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8,5,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,145.060,138.781,151.749,69.67,0.6048,0.3161,0.8672,0.17345,0.8705,1.083,103.540,217.820,0.547
int8 x,M5 L32 R1 sg32 dec0 hfp16 xprei8/glob,5,32,1,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,166.126,86.378,127.435,58.50,0.5281,0.5079,1.0327,0.20654,1.0366,1.873,94.340,217.820,0.547
int8 x,M5 L16 R2 sg32 dec0 hfp16 xprei8/glob,5,16,2,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,166.759,119.986,153.651,70.54,0.5261,0.3656,0.8565,0.17130,0.8609,2.200,105.300,217.820,0.547
int8 x,M5 L16 R4 sg32 dec0 hfp16 xprei8/glob,5,16,4,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,135.642,152.178,139.760,64.16,0.6468,0.2883,0.9416,0.18833,0.9453,1.419,105.540,217.820,0.547
int8 x,M5 L16 R8 sg32 dec0 hfp16 xprei8/glob,5,16,8,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,52.020,138.972,62.492,28.69,1.6866,0.3157,2.1059,0.42119,2.1117,1.683,194.080,217.820,0.547
int8 x,M5 L16 R4 sg32 dec0 hfp16 xprei8/ldsi8,5,16,4,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,136.105,154.108,138.988,63.81,0.6446,0.2847,0.9469,0.18938,0.9508,1.408,121.100,217.820,0.547
int8 x,M6 L32 R1 sg32 dec0 hfp16 xglob,6,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,126.860,76.073,103.044,47.31,0.6916,0.5767,1.2772,0.21286,1.2814,1.077,149.840,217.820,0.547
int8 x,M6 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8,6,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,137.467,129.520,143.564,65.91,0.6382,0.3387,0.9167,0.15278,0.9202,1.077,115.260,217.820,0.547
int8 x,M6 L32 R1 sg32 dec0 hfp16 xprei8/glob,6,32,1,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,154.878,76.237,115.998,53.25,0.5665,0.5754,1.1345,0.18909,1.1384,2.210,81.280,217.820,0.547
int8 x,M6 L16 R2 sg32 dec0 hfp16 xprei8/glob,6,16,2,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,158.805,104.988,142.600,65.47,0.5525,0.4178,0.9229,0.15382,0.9262,1.575,85.140,217.820,0.547
int8 x,M6 L16 R4 sg32 dec0 hfp16 xprei8/glob,6,16,4,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,125.290,110.005,120.468,55.31,0.7003,0.3988,1.0924,0.18207,1.0963,1.912,94.680,217.820,0.547
int8 x,M6 L16 R8 sg32 dec0 hfp16 xprei8/glob,6,16,8,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,47.369,106.424,56.126,25.77,1.8522,0.4122,2.3448,0.39080,2.3510,2.040,200.520,217.820,0.547
int8 x,M6 L16 R4 sg32 dec0 hfp16 xprei8/ldsi8,6,16,4,32,0,0,6,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,125.411,146.236,130.954,60.12,0.6996,0.3000,1.0050,0.16749,1.0087,1.427,109.680,217.820,0.547
fp8 shared,M1 L32 R1 sg32 dec0 hfp16 xglob fp8,1,32,1,32,0,0,0,0,1,1,7,8,48,A device-local|host-visible,98818560,49409280,219.492,222.554,220.600,101.28,0.4502,0.2220,0.6719,0.67193,0.6748,1.081,85.660,217.820,0.547
fp8 shared,M1 L16 R2 sg32 dec0 hfp16 xgf16 fp8,1,16,2,32,0,0,4,0,1,1,7,8,48,A device-local|host-visible,98818560,49409280,185.474,208.707,195.219,89.62,0.5328,0.2367,0.7593,0.75929,0.7616,0.458,86.740,217.820,0.547
fp8 shared,M1 L16 R2 sg32 dec0 hfp16 xgf16 hq8 fp8,1,16,2,32,0,0,4,2,1,1,7,8,48,A device-local|host-visible,98818560,49409280,191.862,180.098,194.866,89.46,0.5150,0.2743,0.7607,0.76067,0.7629,0.637,77.840,217.820,0.547
fp8 shared,M6 L32 R1 sg32 dec0 hfp16 xglob fp8,6,32,1,32,0,0,0,0,1,1,7,8,48,A device-local|host-visible,98818560,49409280,100.618,73.842,103.845,47.67,0.9821,0.6691,1.4274,0.23790,1.4313,0.554,159.180,217.820,0.547
fp8 shared,M6 L16 R2 sg32 dec0 hfp16 xgf16 fp8,6,16,2,32,0,0,4,0,1,1,7,8,48,A device-local|host-visible,98818560,49409280,103.106,110.447,117.466,53.93,0.9584,0.4474,1.2619,0.21031,1.2657,0.562,155.220,217.820,0.547
fp8 shared,M6 L16 R2 sg32 dec0 hfp16 xgf16 hq8 fp8,6,16,2,32,0,0,4,2,1,1,7,8,48,A device-local|host-visible,98818560,49409280,109.752,80.206,122.834,56.39,0.9004,0.6160,1.2067,0.20112,1.2103,0.569,144.640,217.820,0.547
