section,variant,m,lanes_per_row,rows_per_lane,subgroup,decode_mode,h_precision,x_mode,h_quant,fp8_path,fp8_slots,slots,layer_cycle,iters,path,bytes_a,bytes_b,gbps_a,gbps_b,gbps_total,pct_ceiling,ms_a,ms_b,ms_total,ms_per_token,ms_wall,record_us,submit_us,raw_read_gbps,launch_us
M sweep,M1 L32 R1 sg32 dec0 hfp16 xglob,1,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,170.480,139.368,204.799,94.49,0.5146,0.3148,0.6426,0.64260,0.6446,0.775,60.980,216.747,0.555
M sweep,M6 L16 R2 sg32 dec0 hfp16 xlds,6,16,2,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,127.294,135.591,142.523,65.76,0.6892,0.3235,0.9234,0.15390,0.9275,1.381,131.740,216.747,0.555
