section,variant,m,lanes_per_row,rows_per_lane,subgroup,decode_mode,h_precision,x_mode,h_quant,fp8_path,fp8_slots,slots,layer_cycle,iters,path,bytes_a,bytes_b,gbps_a,gbps_b,gbps_total,pct_ceiling,ms_a,ms_b,ms_total,ms_per_token,ms_wall,record_us,submit_us,raw_read_gbps,launch_us
M sweep,M1 L32 R1 sg32 dec0 hfp16 xglob,1,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,198.263,165.624,218.080,100.83,0.4425,0.2649,0.6035,0.60347,0.6067,1.123,102.540,216.279,0.590
M sweep,M6 L16 R2 sg32 dec0 hfp16 xlds,6,16,2,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,113.083,71.407,91.159,42.15,0.7759,0.6143,1.4437,0.24061,1.4483,1.392,154.240,216.279,0.590
